report_id,source_id,source_name,source_document_title,source_link,source_publication_date,source_retrieved_at,disease_name,disease_type,country_or_territory,administrative_division_level_1,administrative_division_level_2,administrative_division_level_3,is_in_europe,species,cases,dead,killed,slaughtered,vaccinated,confirmation_date,status,relevance_level,relevance_rationale,severity_level,severity_rationale,reach_level,reach_rationale,has_consequences,consequences,control_measures,prevention_measures,research_references
padi_web:eurosurveillance-cross-reactive-human.html,padi_web,PADI-web,"Eurosurveillance: Cross-reactive human antibody responses to H9N2 influenza virus, New York, United States, 2025",https://afludiary.blogspot.com/2026/05/eurosurveillance-cross-reactive-human.html,2026-05-22,2026-05-28T19:53:43.947301+00:00,H9N2 influenza,zoonotic,United States,,,,false,humans,,,,,,,,low,"The report describes a scientific study on pre-existing human immunity to H9N2 in New York City, not an active outbreak.",low,The study focuses on serological analysis of human serum samples rather than an active disease outbreak or clinical cases.,local,The study is limited to a cohort of 298 serum samples collected in New York City.,false,,,"[{""prevention_type"": ""vaccination"", ""raw_evidence"": ""Given the pandemic potential of H9N2 viruses, these findings have important implications for risk assessment and support the inclusion of NA immunity in vaccine development strategies."", ""text"": ""inclusion of NA immunity in vaccine development strategies""}]",[]
padi_web:la-vaccinazione-per-laviaria,padi_web,PADI-web,Vaccination for avian flu,https://www.butac.it/la-vaccinazione-per-laviaria/,2026-05-22,2026-05-28T19:53:46.028350+00:00,Avian influenza,viral,Italy,,,,true,turkeys and laying hens,,,,,,,ongoing,medium,"The report discusses a pilot vaccination project for highly pathogenic avian influenza in Italy, which is a significant public health and agricultural topic.",medium,"The disease is highly pathogenic, but the report focuses on a controlled pilot vaccination project rather than an active, uncontrolled outbreak.",regional,The pilot project is limited to specific farms in the Veneto and Lombardy regions of Italy.,true,"Calls for boycotts against participating companies on social media, leading to concerns about misinformation and potential unfair competition.","[""pilot vaccination project""]","[{""prevention_type"": ""vaccination"", ""raw_evidence"": ""Since May 2026, the Ministry of Health has launched a pilot vaccination project against highly pathogenic avian influenza... a project concerning turkeys for meat and laying hens."", ""text"": ""Vaccination of turkeys and laying hens using recombinant and inactivated vaccines""}, {""prevention_type"": ""biosecurity"", ""raw_evidence"": ""Numbers that have pushed towards overcoming emergency management based on culling, focusing on prevention and biosecurity"", ""text"": ""Focusing on biosecurity""}]",[]
padi_web:3P8A6SQN4R,padi_web,PADI-web,Simulation exercises focused on procedures in the event of avian influenza,https://www.svscr.cz/simulacni-cviceni-zamerene-na-postupy-pri-vyskytu-ptaci-chripky/,2026-05-22,2026-05-29T05:27:22.246823+00:00,Avian influenza,viral,Czech Republic,,,,true,birds,,,,,,,,low,The report describes a simulation exercise rather than an actual outbreak.,low,"The report concerns a preparedness exercise, not an active disease event.",local,The exercise is conducted by the State Veterinary Administration of the Czech Republic.,false,,,,[]
padi_web:cdc-enhanced-ebola-airport-screening.html,padi_web,PADI-web,CDC: Enhanced Ebola Airport Screening Begins at Washington-Dulles International Airport,https://afludiary.blogspot.com/2026/05/cdc-enhanced-ebola-airport-screening.html,2026-05-22,2026-05-28T19:53:50.211719+00:00,Ebola,viral,United States,,,,false,humans,,,,,,,ongoing,low,"The report describes precautionary screening measures in the US for travelers from countries with an ongoing Ebola outbreak, but confirms no cases in the US.",low,"The risk of Ebola domestically in the United States is stated to be low, with no suspected or confirmed cases reported.",international,"The measures involve international travel redirection and screening for individuals arriving from the DRC, Uganda, and South Sudan.",true,Suspension of entry for foreign nationals from specific countries and redirection of US citizens/residents to a single airport for enhanced screening.,"[""enhanced public health entry screening"", ""suspension of entry for foreign nationals from DRC, Uganda, or South Sudan"", ""redirection of travelers to Washington-Dulles International Airport"", ""contact information collection for public health follow-up""]","[{""prevention_type"": ""surveillance"", ""raw_evidence"": ""Travelers who do not have symptoms, but have been in DRC, Uganda, or South Sudan in the past 21 days will be given information on monitoring their health and actions to take if symptoms later appear."", ""text"": ""monitoring health and actions to take if symptoms appear""}]",[]
padi_web:controale-in-gospodarii-infractiunea-sanctionata-cu-1-200-de-lei,padi_web,PADI-web,"Household controls! The crime sanctioned with 1,200 lei!",https://agrointel.ro/351220/controale-in-gospodarii-infractiunea-sanctionata-cu-1-200-de-lei,2026-05-22,2026-05-28T19:53:52.266646+00:00,Sheep and goat pox,viral,Romania,,,,true,sheep and goats,,,,,,,ongoing,medium,"The report highlights the presence of sheep and goat pox in Romania, posing a danger to livestock breeders in Satu Mare County.",high,"The disease is described as highly contagious with high mortality rates in lambs, reaching up to 50–70%.",regional,"The outbreaks are specifically identified in the Romanian counties of Bistrita Nasaud and Mureș, with preventive warnings issued in Satu Mare County.",true,"The disease causes major economic losses for farmers, including the loss of animals without compensation.","[""surveillance to identify animals with clinical signs"", ""inspection actions in animal farms""]","[{""prevention_type"": ""biosecurity"", ""raw_evidence"": ""Animal owners have the obligation to allow access to the concessionaire veterinarians on their own farms and to ensure the containment of the kept animals, for a good and correct evaluation."", ""text"": ""ensure the containment of the kept animals""}]",[]
padi_web:XNL9I1X374,padi_web,PADI-web,"The Can Duoc Regional Livestock and Veterinary Station investigates, verifies and urgently treats cases of pigs suspected of having African swine fever.",https://www.vietnam.vn/de/tram-chan-nuoi-va-thu-y-khu-vuc-can-duoc-khan-truong-kiem-tra-xac-minh-xu-ly-truong-hop-heo-nghi-mac-benh-dich-ta-heo-chau-phi,2026-05-22,2026-05-29T05:27:34.061890+00:00,African swine fever,viral,Vietnam,,,,false,pigs,,,,,,,suspected,medium,African swine fever is a highly contagious and economically significant disease for the pig industry.,high,African swine fever has a high mortality rate in pigs and causes significant economic losses.,local,The investigation is focused on the Can Duoc region.,false,,"[""investigation"", ""verification"", ""rapid tests""]",,[]
padi_web:phu-tho-tang-cuong-cong-tac-phong-chong-dich-benh-cho-dan-vat-nuoi-va-thuy-san,padi_web,PADI-web,Phu Tho: Strengthening disease prevention and control measures for aquatic animals and aquatic animals.,https://www.vietnam.vn/ro/phu-tho-tang-cuong-cong-tac-phong-chong-dich-benh-cho-dan-vat-nuoi-va-thuy-san,2026-05-22,2026-05-28T19:53:57.905854+00:00,,,Vietnam,,,,false,,,,,,1600,,,low,"The text discusses general disease prevention and control strategies in Phu Tho province rather than a specific, active outbreak event.",low,"The report describes ongoing management and prevention efforts for multiple diseases, noting that African swine fever is currently under good control.",regional,The measures and disease situation are specific to Phu Tho province.,true,The livestock industry growth rate in 2025 was limited to 3.3% due to the impact of the African swine fever outbreak.,"[""outbreak management procedures"", ""use of disinfectants in high-risk areas"", ""inspection teams"", ""monitoring and surveillance"", ""vaccination of dogs and cats against rabies"", ""environmental treatment and disinfection of livestock farms""]","[{""prevention_type"": ""vaccination"", ""raw_evidence"": ""The provincial Department of Agriculture and Environment has identified vaccination, disinfection, proactive disease prevention and control, and rapid outbreak management"", ""text"": ""vaccination""}, {""prevention_type"": ""biosecurity"", ""raw_evidence"": ""The provincial Department of Agriculture and Environment has identified vaccination, disinfection, proactive disease prevention and control, and rapid outbreak management"", ""text"": ""disinfection""}, {""prevention_type"": ""surveillance"", ""raw_evidence"": ""According to the plan, environmental monitoring and disease surveillance activities will be carried out three times a year in areas with concentrated aquaculture."", ""text"": ""environmental monitoring and disease surveillance in aquaculture""}]",[]
padi_web:cac-tinh-thanh-pho-thuc-hien-ke-hoach-quoc-gia-phong-chong-dich-benh-cho-dong-vat-nuoi-giai-doan-2026-2030,padi_web,PADI-web,Provinces and cities are implementing the National Plan for the Prevention and Control of Animal Diseases for the period 2026-2030.,https://www.vietnam.vn/ru/cac-tinh-thanh-pho-thuc-hien-ke-hoach-quoc-gia-phong-chong-dich-benh-cho-dong-vat-nuoi-giai-doan-2026-2030,2026-05-22,2026-05-28T19:54:00.342833+00:00,Avian influenza,zoonotic,Vietnam,,,,false,,,,,,,,,low,The report describes a national strategic plan for disease prevention and control rather than an active outbreak.,low,The text focuses on administrative planning and routine preventive measures for the period 2026-2030.,national,The plan is a national initiative implemented across provinces and cities in Vietnam.,false,,[],"[{""prevention_type"": ""vaccination"", ""raw_evidence"": ""The Ministry of Agriculture and Environment has also asked the local authorities to organize vaccination against avian influenza, foot-and-mouth disease and African swine fever in accordance with the law"", ""text"": ""Organize vaccination against avian influenza, foot-and-mouth disease and African swine fever""}, {""prevention_type"": ""biosecurity"", ""raw_evidence"": ""strengthening the inspection, management and organization of biosafety and disease protection in animal production"", ""text"": ""Strengthening the inspection, management and organization of biosafety and disease protection in animal production""}, {""prevention_type"": ""surveillance"", ""raw_evidence"": ""Establishing risk-based surveillance, combining passive, active and post-vaccination surveillance on livestock farms, markets, collection points, slaughterhouses, transport routes, border areas, outbreak areas and areas designated as disease-free zones"", ""text"": ""Establishing risk-based surveillance""}, {""prevention_type"": ""movement_control"", ""raw_evidence"": ""instructing local authorities to strengthen the inspection and control of the transport, trade and slaughter of animals and animal products"", ""text"": ""Strengthen the inspection and control of the transport, trade and slaughter of animals and animal products""}]",[]
padi_web:amp,padi_web,PADI-web,Fines in Satu Mare for the sale of animals,https://portalsm.ro/2026/05/dsvsa-amenzi-in-satu-mare-pentru-vanzarea/amp/,2026-05-22,2026-05-28T19:54:02.460463+00:00,African swine fever,viral,Romania,,,,true,pigs,,,,,,,ongoing,medium,The report mentions ongoing sanitary-veterinary restrictions due to African swine fever outbreaks in multiple localities within Satu Mare county.,medium,The disease causes significant economic losses and requires ongoing sanitary-veterinary restrictions and surveillance.,national,"The report notes that African swine fever is evolving in 249 outbreaks across the European Union, including Romania.",true,Implementation of sanitary-veterinary restrictions and ongoing inspection programs in animal farms.,"[""sanitary-veterinary restrictions"", ""surveillance of cattle, sheep, goats and pigs""]","[{""prevention_type"": ""surveillance"", ""raw_evidence"": ""DSVSA Satu Mare recommends animal owners to immediately notify the veterinarian in case of signs of illness and to comply with the measures ordered by the authorities."", ""text"": ""notify the veterinarian in case of signs of illness""}, {""prevention_type"": ""movement_control"", ""raw_evidence"": ""DSVSA Satu Mare recommends animal owners to immediately notify the veterinarian in case of signs of illness and to comply with the measures ordered by the authorities."", ""text"": ""comply with the measures ordered by the authorities""}]",[]
padi_web:most-holub-uhyn-nemoc-otrava-policie-jed-krysy-20260522.html,padi_web,PADI-web,The mystery of dead pigeons in Most has been clarified. Rat poison was behind the mass death,https://mostecky.denik.cz/krimi/most-holub-uhyn-nemoc-otrava-policie-jed-krysy-20260522.html,2026-05-22,2026-05-28T19:54:03.853053+00:00,,,Czech Republic,,,,true,pigeons,,,,,,,resolved,low,"The report confirms that the mass death of pigeons was caused by rat poison, not an infectious disease.",low,The event was a localized poisoning incident rather than an outbreak of a communicable disease.,local,The incident was confined to the city of Most.,true,"The incident triggered a police investigation into animal cruelty and unauthorized handling of dangerous substances, and required city-wide cleanup efforts.","[""cleanup of affected sites"", ""warnings to the public to avoid touching birds, feeding them, and to keep dogs on a leash""]",[],[]
padi_web:4IYQ3RSP2U,padi_web,PADI-web,Clarity on the case of dead pigeons in Most. It was rat poison,https://www.e-mostecko.cz/zpravy/most/171954-jasno-v-kauze-uhynulych-holubu-v-moste-slo-o-jed-na-krysy,2026-05-22,2026-05-29T05:27:41.953257+00:00,Avian influenza,,Czech Republic,,,,true,pigeons,,,,,,,resolved,low,"The report confirms that the mass death of pigeons was caused by rat poison, not an outbreak of avian influenza.",low,The event was determined to be caused by poisoning rather than an infectious disease.,local,The incident was confined to the city of Most.,false,,,,[]
padi_web:vlasti-ne-prodlili-kontrakt-na-kormlenie-v-alkala-de-enares-ischezajut-aisty-465168,padi_web,PADI-web,"In Alcalá de Henares, storks were left without food and nids due to the decisions of the authorities",https://russpain.com/news/vlasti-ne-prodlili-kontrakt-na-kormlenie-v-alkala-de-enares-ischezajut-aisty-465168/,2026-05-22,2026-05-28T19:54:05.264241+00:00,Avian influenza,viral,Spain,,,,true,storks,,,,,,,,low,"The report mentions a past outbreak of bird flu that occurred in December, but the current focus is on municipal management and food supply issues for storks.",low,The disease outbreak is historical and not currently active in the context of the report.,local,The issues described are specific to the city of Alcalá de Henares.,true,An outbreak of bird flu in December led to the death of almost a third of the recorded stork pairs in the region.,[],[],[]
padi_web:oms-casques-de-chantier-ia-et-fausse-grippe-aviaire-ce-quorganisent-en-afrique-ces-anciens-dirigeants-mondiaux-65143.html,padi_web,PADI-web,"WHO: construction helmets, AI and fake bird flu, what these former world leaders are organizing in Africa",https://homeophyto.topsante.com/maladies-infectieuse/oms-casques-de-chantier-ia-et-fausse-grippe-aviaire-ce-quorganisent-en-afrique-ces-anciens-dirigeants-mondiaux-65143.html,2026-05-22,2026-05-28T19:54:07.305583+00:00,Avian influenza,viral,Chad,,,,false,,,,,,,,suspected,low,The report describes a simulated exercise rather than a real-world outbreak of avian influenza.,,,,,false,,[],[],[]
padi_web:4LFR6E1HSP,padi_web,PADI-web,Bird flu detected in polar bear in Europe for the first time,https://www.jaegermagazin.de/jagd-aktuell/news-fuer-jaeger/vogelgrippe-erstmal-bei-eisbaer-in-europa-nachgewiesen/,2026-05-22,2026-05-29T05:27:46.510243+00:00,Avian influenza,viral,Norway,,,,true,polar bear,,,,,,,confirmed,high,The detection of avian influenza in a polar bear in Europe for the first time represents a significant expansion of the virus's host range.,medium,"While the infection of a new species is concerning, the report describes a single case rather than a widespread outbreak.",local,The report specifies a single case identified in Norway.,false,,,,[]
padi_web:84717-kanadada-gush-dumewi-bilen-kesellan-ilkinji-hassa-hasaba-alyndy-------------------,padi_web,PADI-web,Canada's first case of avian influenza has been reported,https://turkmenportal.com/tr/news/84717-kanadada-gush-dumewi-bilen-kesellan-ilkinji-hassa-hasaba-alyndy-------------------,2026-05-22,2026-05-28T19:54:12.743844+00:00,Avian influenza,zoonotic,Canada,,,,false,humans,1,,,,,,suspected,high,This is the first reported human case of H5 avian influenza in Canada.,high,The patient is reported to be in critical condition.,local,The case is localized to the Fraser Valley region in British Columbia.,false,,[],,[]
padi_web:Y1KRW7XGCA,padi_web,PADI-web,DGAV | Hiring of Senior Technician – Provision of Services (Covenant),https://www.dgav.pt/destaques/noticias/dgav-contratacao-de-tecnicoa-superior-prestacao-de-servicos-avenca-grga/,2026-05-22,2026-05-29T05:27:54.520379+00:00,Avian Influenza,viral,Portugal,,,,true,,,,,,,,,low,The text is a job advertisement for a technician at the DGAV and does not report an active outbreak.,,,,,false,,,,[]
padi_web:TRBWAI8F3E,padi_web,PADI-web,"XXV Day of Relief, I take care",https://www.salute.gov.it/new/it/news-e-media/notizie/xxv-giornata-del-sollievo-presentata-al-ministero-dalla-fondazione-gigi/,2026-05-22,2026-05-29T05:27:55.234095+00:00,Avian influenza,,,,,,,,,,,,,,,low,"The mention of Avian Influenza appears to be a metadata tag or unrelated keyword in a press release about a health relief event, rather than an outbreak report.",,,,,false,,,,[]
padi_web:az-allategeszsegugyi-felhasznalasbol-kizart-antimikrobialis-hatoanyagok,padi_web,PADI-web,Antimicrobial active substances excluded from veterinary use,https://portal.nebih.gov.hu/-/az-allategeszsegugyi-felhasznalasbol-kizart-antimikrobialis-hatoanyagok,2026-05-22,2026-05-28T19:54:17.644063+00:00,,,,,,,,,,,,,,,,low,"The text is a regulatory announcement regarding the restriction of specific antimicrobial substances in veterinary medicine, not a report of a disease outbreak.",,,,,false,,,,[]
padi_web:L0P34W7GA5,padi_web,PADI-web,Partial lifting of Belarusian restrictions imposed due to the outbreak of foot-and-mouth disease cases in the EU,https://wetgiw.gov.pl/main/komunikaty/main/komunikaty/Czesciowe-zniesienie-bialoruskich-restrykcji-wprowadzonych-z-uwagi-na-wystapienie-przypadkow-pryszczycy-w-UE/idn%3A3173,2026-05-22,2026-05-29T05:27:56.722494+00:00,Foot-and-mouth disease,viral,,,,,true,animals,,,,,,,ongoing,medium,The report concerns the lifting of trade restrictions related to foot-and-mouth disease outbreaks within the EU.,medium,Foot-and-mouth disease is a highly contagious animal disease with significant economic impact on livestock trade.,international,The report discusses international trade restrictions between Belarus and the European Union.,true,Belarus has partially lifted trade restrictions that were previously imposed due to foot-and-mouth disease outbreaks in the EU.,,,[]
padi_web:B2TJO3MTUG,padi_web,PADI-web,MedVet and PEMV v5 strengthen information on veterinary medicines,https://www.dgav.pt/destaques/noticias/medvet-e-pemv-v5-reforcam-informacao-sobre-medicamentos-veterinarios/,2026-05-22,2026-05-29T05:27:57.413571+00:00,Avian Influenza,,,,,,,,,,,,,,,low,"The text mentions Avian Influenza only as a tag or category in a press release about veterinary medicine platforms, with no details on an actual outbreak.",,,,,false,,,,[]
padi_web:8OZHMC22GS,padi_web,PADI-web,Change of export restrictions to Bosnia and Herzegovina in connection with HPAI,https://wetgiw.gov.pl/main/komunikaty/main/komunikaty/Zmiana-ograniczen-eksportowych-do-Bosni-i-Hercegowiny-w-zwiazku-z-HPAI-/idn%3A3174,2026-05-22,2026-05-29T05:27:58.181814+00:00,Avian influenza,viral,Bosnia and Herzegovina,,,,true,,,,,,,,confirmed,medium,The report concerns international trade restrictions resulting from an HPAI outbreak.,medium,HPAI is a highly pathogenic disease with significant economic and animal health implications.,international,The report describes changes to export restrictions between countries.,true,Changes to export restrictions to Bosnia and Herzegovina due to HPAI.,"[""export restrictions""]",,[]
