"Reference";"National reference";"Country/Territory";"Typ";"Disease name";"Disease type";"Epidemiological unit";"Submitted on";"Modified on";"Administrative division level 1";"Administrative division level 2";"Administrative division level 3";"Outbreak occurring inside an already restricted zone";"Latitude";"Longitude";"Approximate location";"Location";"Wildlife type 1";"Production Type 1";"Water type 1";"Production system 1";"Measuring unit 1";"Susceptible 1";"Cases 1";"Dead 1";"Killed 1";"Slaughtered 1";"Vaccinated 1";"Outbreak year";"Suspicion/Start date";"Confirmation date";"End date";"Status Continuing/Resolved";"Suspicion";"Clinical signs";"Diagnostic tests";"Necropsy";"Category 1";"Subcategory 1";"Test name 1";"Test type 1";"Laboratory type 1";"Species 1";"Result date 1";"Result type 1";"Pertinence"
"HU-ASF-2026-ihsvp";NaN;"Ungarn";"Secondary";"A.S.F. in wild boar";NaN;"Forest";"2026-04-22";"2026-04-22";"Baranya";"Sellye";NaN;"true";"45,7734255549471";"17,864001181897372";"false";"Zaláta";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";NaN;NaN;NaN;"2026";"2026-03-25";"2026-04-09";"2026-03-26";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Local laboratory";"Sus scrofa";"2026-04-09";"Positive";"EU and WOAH"
"HU-ASF-2026-kp5ik";NaN;"Ungarn";"Secondary";"A.S.F. in wild boar";NaN;"Forest";"2026-04-22";"2026-04-22";"Baranya";"Sellye";NaN;"true";"45,7805771357260";"17,873984448298366";"false";"Zaláta";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";NaN;NaN;NaN;"2026";"2026-03-25";"2026-04-09";"2026-03-26";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Local laboratory";"Sus scrofa";"2026-04-09";"Positive";"EU and WOAH"
"HU-ASF-2026-ylgfq";NaN;"Ungarn";"Secondary";"A.S.F. in wild boar";NaN;"Forest";"2026-04-22";"2026-04-22";"Baranya";"Sellye";NaN;"true";"45,7721144634624";"17,857711994204372";"false";"Zaláta";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";NaN;NaN;NaN;"2026";"2026-03-25";"2026-04-09";"2026-03-26";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Local laboratory";"Sus scrofa";"2026-04-09";"Positive";"EU and WOAH"
"HU-ASF-2026-nk3cn";NaN;"Ungarn";"Secondary";"A.S.F. in wild boar";NaN;"Forest";"2026-04-22";"2026-04-22";"Baranya";"Siklós";NaN;"true";"45,8123180042227";"18,382447908206359";"false";"Old";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";NaN;NaN;NaN;"2026";"2026-03-24";"2026-04-09";"2026-03-25";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Local laboratory";"Sus scrofa";"2026-04-09";"Positive";"EU and WOAH"
"DE-HPAI(NON-P)-2026-tjkrp";"26-015-z5gh7";"Deutschland";"Primary";"HPAI(NON-P) in Wild Birds";"H5N1";"Not applicable";"2026-04-21";"2026-04-21";"Bayern";"Pfaffenhofen an der Ilm";"Vohburg a.d. Donau";"true";"48,7500000000000";"11,600000000000000";"true";"Vohburg a.d. Donau";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";"0";"0";"0";"2026";"2026-03-24";"2026-04-09";"2026-04-09";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Polymerase chain reaction (PCR)";"Laboratory";"Private Laboratory";"Anser anser";"2026-04-09";"Positive";"EU and WOAH"
"DE-HPAI(NON-P)-2026-mg9d3";"26-015-lfvd9";"Deutschland";"Primary";"HPAI(NON-P) in Wild Birds";"H5N1";"Not applicable";"2026-04-21";"2026-04-21";"Hamburg";"Hamburg";"Hamburg";"true";"53,5700000000000";"9,970000000000001";"true";"Hamburg";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";"0";"0";"0";"2026";"2026-03-30";"2026-04-10";"2026-04-10";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Polymerase chain reaction (PCR)";"Laboratory";"Private Laboratory";"Anas platyrhynchos";"2026-04-09";"Positive";"EU and WOAH"
"DE-HPAI(NON-P)-2026-j2dpo";"26-015-f4d5c";"Deutschland";"Primary";"HPAI(NON-P) in Wild Birds";"H5N1";"Not applicable";"2026-04-20";"2026-04-20";"Niedersachsen";"Nienburg (Weser)";"Mittelweser";"true";"52,5010000000000";"9,109999999999999";"true";"Leese";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";"0";"0";"0";"2026";"2026-03-26";"2026-04-10";"2026-04-14";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Polymerase chain reaction (PCR)";"Laboratory";"Private Laboratory";"Anser anser";"2026-04-10";"Positive";"EU and WOAH"
"DE-HPAI(NON-P)-2026-cdmp9";"26-015-weq7n";"Deutschland";"Primary";"HPAI(NON-P) in Wild Birds";"H5N1";"Not applicable";"2026-04-23";"2026-04-23";"Niedersachsen";"Holzminden";"Bodenwerder-Polle";"true";"51,8790000000000";"9,391000000000000";"true";"Polle";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";"0";"0";"0";"2026";"2026-04-07";"2026-04-13";"2026-04-20";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Polymerase chain reaction (PCR)";"Laboratory";"Private Laboratory";"Accipitridae (incognita)";"2026-04-13";"Positive";"EU and WOAH"
"HU-ASF-2026-jlbcc";NaN;"Ungarn";"Secondary";"A.S.F. in wild boar";NaN;"Forest";"2026-04-20";"2026-04-20";"Hajdú-Bihar";"Debrecen";NaN;"true";"47,5625934736153";"21,618425425239728";"false";"Debrecen";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";NaN;NaN;NaN;"2026";"2026-04-04";"2026-04-13";"2026-04-05";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Local laboratory";"Sus scrofa";"2026-04-13";"Positive";"EU and WOAH"
"HU-ASF-2026-x8n4n";NaN;"Ungarn";"Secondary";"A.S.F. in wild boar";NaN;"Forest";"2026-04-20";"2026-04-20";"Szabolcs-Szatmár-Bereg";"Vásárosnamény";NaN;"true";"48,1032334750572";"22,568552234006376";"false";"Tarpa";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";NaN;"1";NaN;NaN;"2026";"2026-04-05";"2026-04-13";"2026-04-06";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Local laboratory";"Sus scrofa";"2026-04-13";"Positive";"EU and WOAH"
"HU-ASF-2026-gn38t";NaN;"Ungarn";"Secondary";"A.S.F. in wild boar";NaN;"Forest";"2026-04-20";"2026-04-20";"Komárom-Esztergom";"Tatabánya";NaN;"true";"47,5916412152898";"18,666700067350387";"false";"Szomor";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";NaN;NaN;NaN;"2026";"2026-03-27";"2026-04-13";"2026-03-28";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Local laboratory";"Sus scrofa";"2026-04-13";"Positive";"EU and WOAH"
"RS-ASF-2026-qazaz";"8073/2026-o3wnp";"Serbien";"Secondary";"A.S.F. in wild boar";NaN;NaN;"2026-04-27";"2026-04-27";"Sremski";"Ruma";NaN;"false";NaN;NaN;NaN;NaN;"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";NaN;NaN;NaN;"2026";"2026-04-08";"2026-04-14";"N/A";"Continuing";"false";"true";"true";"false";NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;"EU"
"PL-HPAI(P)-2026-jqn1t";"2026/97-s3ch0";"Polen";"Secondary";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"Farm";"2026-04-23";"2026-04-27";"Mazowieckie";"Mława";"Szreńsk";"true";"53,0037074435793";"20,055574790988363";"false";"Ługi";NaN;"Poultry";NaN;NaN;"Tiere";"91245";"91245";"0";"91245";NaN;NaN;"2026";"2026-04-11";"2026-04-14";"2026-04-15";"Resolved";"false";"true";"true";"true";"Pathogen detection";"Nucleic acid detection";"Real-time reverse transcription polymerase chain reaction (rRT-PCR)";"Laboratory";"National Reference Laboratory";"Birds";"2026-04-14";"Positive";"EU and WOAH"
"PL-HPAI(P)-2026-63mpi";"2026/94-2v7jj";"Polen";"Secondary";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"Farm";"2026-04-23";"2026-04-27";"Mazowieckie";"Mława";"Radzanów";"true";"52,9409682507124";"20,054848922369203";"false";"Zgliczyn-Glinki";NaN;"Poultry";NaN;NaN;"Tiere";"61390";"61390";"0";"61390";NaN;NaN;"2026";"2026-04-12";"2026-04-14";"2026-04-15";"Resolved";"false";"true";"true";"true";"Pathogen detection";"Nucleic acid detection";"Real-time reverse transcription polymerase chain reaction (rRT-PCR)";"Laboratory";"National Reference Laboratory";"Birds";"2026-04-14";"Positive";"EU and WOAH"
"PL-ASF-2026-mso9p";"2026/962-nhfyo";"Polen";"Secondary";"A.S.F. in wild boar";NaN;"Not applicable";"2026-04-23";"2026-04-23";"Lubelskie";"Hrubieszów";"Mircze";"true";"50,6466241038602";"23,873215207554029";"false";"Mircze";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";NaN;NaN;NaN;"2026";"2026-04-13";"2026-04-14";"2026-04-14";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Local laboratory";"Sus scrofa";"2026-04-14";"Positive";"EU and WOAH"
"PL-ASF-2026-dgma9";"2026/961-zc3xa";"Polen";"Secondary";"A.S.F. in wild boar";NaN;"Not applicable";"2026-04-23";"2026-04-23";"Lubelskie";"Hrubieszów";"Mircze";"true";"50,6633941131923";"23,874250477623193";"false";"Mircze";"Wild";NaN;NaN;NaN;"Tiere";NaN;"5";"5";NaN;NaN;NaN;"2026";"2026-04-13";"2026-04-14";"2026-04-14";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Local laboratory";"Sus scrofa";"2026-04-14";"Positive";"EU and WOAH"
"PL-ASF-2026-1vn90";"2026/960-55jl9";"Polen";"Secondary";"A.S.F. in wild boar";NaN;"Not applicable";"2026-04-23";"2026-04-23";"Lubelskie";"Hrubieszów";"Mircze";"true";"50,6717482650567";"23,863652463175356";"false";"Mircze";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";NaN;NaN;NaN;"2026";"2026-04-10";"2026-04-14";"2026-04-14";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Local laboratory";"Sus scrofa";"2026-04-14";"Positive";"EU and WOAH"
"PL-ASF-2026-2hy6o";"2026/955-djhku";"Polen";"Secondary";"A.S.F. in wild boar";NaN;"Not applicable";"2026-04-23";"2026-04-23";"Świętokrzyskie";"Końskie";"Gowarczów";"true";"51,3087685043162";"20,456722837583868";"false";"Gowarczów";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";NaN;"1";NaN;NaN;"2026";"2026-04-12";"2026-04-14";"2026-04-14";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Local laboratory";"Sus scrofa";"2026-04-14";"Positive";"EU and WOAH"
"PL-ASF-2026-yxq1h";"2026/952-1tg8p";"Polen";"Secondary";"A.S.F. in wild boar";NaN;"Not applicable";"2026-04-23";"2026-04-23";"Lubuskie";"Strzelce-Drezdenko";"Strzelce Krajeńskie";"true";"52,9610350226303";"15,624116315376266";"false";"Strzelce Krajeńskie";"Wild";NaN;NaN;NaN;"Tiere";NaN;"2";"2";NaN;NaN;NaN;"2026";"2026-04-10";"2026-04-14";"2026-04-14";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Local laboratory";"Sus scrofa";"2026-04-14";"Positive";"EU and WOAH"
"IT-ASF-2026-h5o2k";"ASF_WB_2026_0491-03fa4";"Italien";"Secondary";"A.S.F. in wild boar";NaN;"Natural park";"2026-04-22";"2026-04-22";"Liguria";"Savona";"Cairo Montenotte";"true";"44,3981220439020";"8,369956434344500";"false";"Cairo Montenotte";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";"0";"0";NaN;"2026";"2026-04-12";"2026-04-14";NaN;"Continuing";"false";"true";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"WOAH Reference Laboratory";"Sus scrofa";"2026-04-14";"Positive";"EU and WOAH"
"IT-ASF-2026-7u247";"ASF_WB_2026_0490-o05w2";"Italien";"Secondary";"A.S.F. in wild boar";NaN;"Natural park";"2026-04-22";"2026-04-22";"Liguria";"Savona";"Dego";"true";"44,3933195788584";"8,371694890815139";"false";"Dego";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";"0";"0";NaN;"2026";"2026-04-09";"2026-04-14";NaN;"Continuing";"false";"true";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"WOAH Reference Laboratory";"Sus scrofa";"2026-04-14";"Positive";"EU and WOAH"
"IT-ASF-2026-5kpwd";"ASF_WB_2026_0483-5xqhi";"Italien";"Secondary";"A.S.F. in wild boar";NaN;"Natural park";"2026-04-22";"2026-04-22";"Emilia-Romagna";"Parma";"Langhirano";"true";"44,5780122390016";"10,181388842378153";"false";"Langhirano";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";"0";"0";NaN;"2026";"2026-04-12";"2026-04-14";NaN;"Continuing";"false";"true";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"National Reference Laboratory";"Sus scrofa";"2026-04-14";"Positive";"EU and WOAH"
"IT-ASF-2026-4pmn0";"ASF_WB_2026_0482-6u0d9";"Italien";"Secondary";"A.S.F. in wild boar";NaN;"Natural park";"2026-04-22";"2026-05-15";"Toscana";"Lucca";"Camporgiano";"true";"44,1591887585490";"10,365309616093592";"false";"Camporgiano";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";"0";"0";NaN;"2026";"2026-04-14";"2026-04-14";"2026-05-13";"Resolved";"false";"true";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"National Reference Laboratory";"Sus scrofa";"2026-04-14";"Positive";"EU and WOAH"
"IT-ASF-2026-9v7gx";"ASF_WB_2026_0481-gwp5c";"Italien";"Secondary";"A.S.F. in wild boar";NaN;"Natural park";"2026-04-22";"2026-05-15";"Toscana";"Lucca";"Careggine";"true";"44,0911204181667";"10,350153324506969";"false";"Careggine";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";"0";"0";NaN;"2026";"2026-04-14";"2026-04-14";"2026-05-13";"Resolved";"false";"true";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"National Reference Laboratory";"Sus scrofa";"2026-04-14";"Positive";"EU and WOAH"
"IT-ASF-2026-h88ce";"ASF_WB_2026_0480-3zxa9";"Italien";"Secondary";"A.S.F. in wild boar";NaN;"Natural park";"2026-04-22";"2026-05-15";"Toscana";"Lucca";"Camporgiano";"true";"44,1217236555120";"10,340082391830997";"false";"Camporgiano";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";"0";"0";NaN;"2026";"2026-04-14";"2026-04-14";"2026-05-13";"Resolved";"false";"true";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"National Reference Laboratory";"Sus scrofa";"2026-04-14";"Positive";"EU and WOAH"
"IT-WNF-2026-7gaxj";"WNF-2026-iq6t3";"Italien";"Primary";"West Nile Fever";NaN;NaN;"2026-04-20";"2026-04-20";"Sardegna";"Oristano";"San Vero Milis";NaN;NaN;NaN;NaN;NaN;"Wild";NaN;NaN;NaN;"Tiere";"1";"1";"1";NaN;NaN;NaN;"2026";"2026-04-02";"2026-04-14";"N/A";"Continuing";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Reverse transcription-polymerase chain reaction (RT-PCR)";"Laboratory";"National Reference Laboratory";"Corvus cornix";"2026-04-14";"Positive";"EU"
"IT-HPAI(NON-P)-2026-9wicu";"HPAI_nonP_2026_0015-ladsx";"Italien";"Secondary";"HPAI(NON-P) in Wild Birds";"H5N1";"Natural park";"2026-04-30";"2026-04-30";"Friuli-Venezia Giulia";"Gorizia";"Grado";"true";"45,7300682496726";"13,362486274377988";"false";"Grado";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";"0";"0";NaN;"2026";"2026-04-15";"2026-04-15";"2026-04-17";"Resolved";"false";"true";"true";"false";"Pathogen detection";"Nucleic acid detection";"Reverse transcription-polymerase chain reaction (RT-PCR)";"Laboratory";"Regional Reference Laboratory";"Cygnus olor";"2026-04-15";"Positive";"EU and WOAH"
"TR-RABIES-2026-hlpoj";NaN;"Türkei";"Primary";"Rabies virus (Inf. with)";"RABV";"Village";"2026-04-28";"2026-04-28";"IĞDIR";"ARALIK";NaN;NaN;"39,9000000000000";"44,430000000000000";"true";"Y.Toprakli";NaN;NaN;NaN;NaN;"Tiere";NaN;"2";"1";"1";NaN;NaN;"2026";"2026-04-14";"2026-04-15";NaN;"Continuing";"false";"true";"true";"false";NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;"EU and WOAH"
"PL-ASF-2026-ive8m";"2026/1018-o0rag";"Polen";"Secondary";"A.S.F. in wild boar";NaN;"Not applicable";"2026-04-27";"2026-04-27";"Kujawsko-Pomorskie";"Grudziądz (City)";"Grudziądz";"true";"53,4166646195077";"18,788021670252459";"false";"Grudziądz";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";NaN;NaN;NaN;"2026";"2026-04-08";"2026-04-15";"2026-04-15";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Local laboratory";"Sus scrofa";"2026-04-15";"Positive";"EU and WOAH"
"PL-ASF-2026-4izvw";"2026/1017-13g77";"Polen";"Secondary";"A.S.F. in wild boar";NaN;"Not applicable";"2026-04-27";"2026-04-27";"Kujawsko-Pomorskie";"Grudziądz";"Radzyń Chełmiński";"true";"53,3803282561200";"18,810422057441265";"false";"Radzyń Chełmiński";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";NaN;NaN;NaN;"2026";"2026-04-07";"2026-04-15";"2026-04-15";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Local laboratory";"Sus scrofa";"2026-04-15";"Positive";"EU and WOAH"
"PL-ASF-2026-yqqcw";"2026/1016-m0mk3";"Polen";"Secondary";"A.S.F. in wild boar";NaN;"Not applicable";"2026-04-27";"2026-04-27";"Kujawsko-Pomorskie";"Grudziądz (City)";"Grudziądz";"true";"53,4496317647494";"18,738917591205855";"false";"Grudziądz";"Wild";NaN;NaN;NaN;"Tiere";NaN;"4";"4";NaN;NaN;NaN;"2026";"2026-04-07";"2026-04-15";"2026-04-15";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Local laboratory";"Sus scrofa";"2026-04-15";"Positive";"EU and WOAH"
"PL-ASF-2026-9o4s4";"2026/1015-0lrog";"Polen";"Secondary";"A.S.F. in wild boar";NaN;"Not applicable";"2026-04-27";"2026-04-27";"Kujawsko-Pomorskie";"Grudziądz";"Grudziądz (rural)";"true";"53,4326564490671";"18,785123097813351";"false";"Grudziądz (rural)";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";NaN;NaN;NaN;"2026";"2026-04-07";"2026-04-15";"2026-04-15";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Local laboratory";"Sus scrofa";"2026-04-15";"Positive";"EU and WOAH"
"PL-ASF-2026-b7x5x";"2026/1014-atvxw";"Polen";"Secondary";"A.S.F. in wild boar";NaN;"Not applicable";"2026-04-27";"2026-04-27";"Kujawsko-Pomorskie";"Grudziądz";"Radzyń Chełmiński";"true";"53,3780166214490";"18,843598581857176";"false";"Radzyń Chełmiński";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";NaN;NaN;NaN;"2026";"2026-04-04";"2026-04-15";"2026-04-15";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Local laboratory";"Sus scrofa";"2026-04-15";"Positive";"EU and WOAH"
"PL-ASF-2026-2v5kq";"2026/1013-ymlmu";"Polen";"Secondary";"A.S.F. in wild boar";NaN;"Not applicable";"2026-04-27";"2026-04-27";"Kujawsko-Pomorskie";"Grudziądz";"Grudziądz (rural)";"true";"53,4399345202154";"18,798355470039546";"false";"Grudziądz (rural)";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";NaN;NaN;NaN;"2026";"2026-04-04";"2026-04-15";"2026-04-15";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Local laboratory";"Sus scrofa";"2026-04-15";"Positive";"EU and WOAH"
"PL-ASF-2026-7wa1w";"2026/1012-0evwt";"Polen";"Secondary";"A.S.F. in wild boar";NaN;"Not applicable";"2026-04-27";"2026-04-27";"Kujawsko-Pomorskie";"Bydgoszcz";"Dąbrowa Chełmińska";"true";"53,2083397454692";"18,248885339038523";"false";"Dąbrowa Chełmińska";"Wild";NaN;NaN;NaN;"Tiere";NaN;"2";"2";NaN;NaN;NaN;"2026";"2026-04-03";"2026-04-15";"2026-04-15";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Local laboratory";"Sus scrofa";"2026-04-15";"Positive";"EU and WOAH"
"PL-ASF-2026-6j0eg";"2026/1011-fs1nd";"Polen";"Secondary";"A.S.F. in wild boar";NaN;"Not applicable";"2026-04-27";"2026-04-27";"Kujawsko-Pomorskie";"Grudziądz";"Grudziądz (rural)";"true";"53,4336148739650";"18,818563853422255";"false";"Grudziądz (rural)";"Wild";NaN;NaN;NaN;"Tiere";NaN;"2";"2";NaN;NaN;NaN;"2026";"2026-04-02";"2026-04-15";"2026-04-15";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Local laboratory";"Sus scrofa";"2026-04-15";"Positive";"EU and WOAH"
"PL-ASF-2026-sjpmp";"2026/1010-ecdci";"Polen";"Secondary";"A.S.F. in wild boar";NaN;"Not applicable";"2026-04-27";"2026-04-27";"Kujawsko-Pomorskie";"Grudziądz";"Grudziądz (rural)";"true";"53,4399291688892";"18,779885264476089";"false";"Grudziądz (rural)";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";NaN;NaN;NaN;"2026";"2026-04-01";"2026-04-15";"2026-04-15";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Local laboratory";"Sus scrofa";"2026-04-15";"Positive";"EU and WOAH"
"PL-ASF-2026-xfrg5";"2026/1009-ml31p";"Polen";"Secondary";"A.S.F. in wild boar";NaN;"Not applicable";"2026-04-27";"2026-04-27";"Kujawsko-Pomorskie";"Wąbrzeźno";"Płużnica";"true";"53,3333363671964";"18,799141734289105";"false";"Płużnica";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";NaN;NaN;NaN;"2026";"2026-04-01";"2026-04-15";"2026-04-15";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Local laboratory";"Sus scrofa";"2026-04-15";"Positive";"EU and WOAH"
"NL-HPAI(NON-P)-2026-f6io1";"2026-kki11";"Niederlande";"Primary";"HPAI(NON-P) in Wild Birds";"H5N1";"Other";"2026-04-23";"2026-04-23";"Noord-Holland";"Amsterdam";NaN;"true";"52,3748613874614";"4,839871294001117";"false";"Amsterdam";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";NaN;NaN;NaN;"2026";"2026-03-30";"2026-04-15";NaN;"Continuing";"false";"true";"true";"false";NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;"EU and WOAH"
"PL-ASF-2026-dc8yr";"2026/963-3gw23";"Polen";"Secondary";"A.S.F. in wild boar";NaN;"Not applicable";"2026-04-23";"2026-04-23";"Lubelskie";"Łęczna";"Ludwin";"true";"51,4318154731892";"23,024162826890873";"false";"Ludwin";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";NaN;NaN;NaN;"2026";"2026-04-13";"2026-04-15";"2026-04-15";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Local laboratory";"Sus scrofa";"2026-04-15";"Positive";"EU and WOAH"
