"country";"eventId";"reportId";"disease";"subType";"eventStartDate";"reason";"reportStatus";"submissionDate";"reportNumber"
"Germany";"5142-do517";"165483-4u652";"West Nile Fever";NaN;"18.7.2023";"Recurrence of an eradicated disease";"Validated";"2.2.2024";"FUR_7"
"Germany";"5176-s6bhy";"165482-x6xvs";"West Nile Fever";NaN;"7.8.2023";"Recurrence of an eradicated disease";"Validated";"2.2.2024";"FUR_4"
"Germany";"5239-iwmts";"165481-640n9";"West Nile Fever";NaN;"6.9.2023";"First occurrence in a zone or a compartment";"Validated";"2.2.2024";"FUR_1"
"Germany";"5301-zqinu";"165480-3hg66";"West Nile Fever";NaN;"12.9.2023";"Recurrence of an eradicated disease";"Validated";"2.2.2024";"FUR_1"
"Germany";"5175-cdrj0";"165478-nsk3g";"West Nile Fever";NaN;"26.7.2023";"Recurrence of an eradicated disease";"Validated";"2.2.2024";"FUR_8"
"Germany";"5155-7kver";"165477-01qc4";"West Nile Fever";NaN;"8.7.2023";"Recurrence of an eradicated disease";"Validated";"2.2.2024";"FUR_6"
"Finland";"5505-kqpjp";"165462-aoyfx";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5 (N untyped)";"27.7.2023";"Recurrence of an eradicated disease";"Validated";"1.2.2024";"FUR_2"
"Finland";"5479-zikx1";"165461-3h1qd";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"4.10.2023";"Recurrence of an eradicated strain";"Validated";"1.2.2024";"FUR_4"
"Croatia";"2691-0r8gr";"155007-p2850";"Bovine babesiosis";NaN;"19.7.2018";"Recurrence of an eradicated disease";"Validated";"30.1.2024";"FUR_1"
"Ukraine";"5317-rxbbr";"165362-6rqqn";"African swine fever virus (Inf. with)";NaN;"3.11.2023";"Recurrence of an eradicated disease";"Validated";"29.1.2024";"FUR_6"
"Bulgaria";"5293-2pjrv";"164116-84i9g";"SARS-CoV-2 in animals (Inf. with)";NaN;"20.10.2023";"Emerging disease";"Validated";"26.1.2024";"FUR_1"
"Ukraine";"5397-r11ws";"165233-7j5ia";"African swine fever virus (Inf. with)";NaN;"11.12.2023";"Recurrence of an eradicated disease";"Validated";"24.1.2024";"FUR_1"
"Denmark";"5324-1dcv8";"165213-y8v4q";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"5.11.2023";"Recurrence of an eradicated strain";"Validated";"23.1.2024";"FUR_4"
"Norway";"4717-jikif";"165201-x25tk";"Pathogenic rabbit lagoviruses (Inf. with) (Rabbit haemorrhagic disease)";"RHDV";"5.10.2022";"Recurrence of an eradicated disease";"Validated";"22.1.2024";"FUR_4"
"Lithuania";"5407-jk6kh";"165198-eyu4c";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"18.12.2023";"Recurrence of an eradicated disease";"Validated";"22.1.2024";"FUR_2"
"Croatia";"5372-edoi9";"164956-iuu8f";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"14.11.2023";"First occurrence in a zone or a compartment";"Validated";"19.1.2024";"FUR_1"
"Ukraine";"5390-h1xwr";"165156-t3bws";"African swine fever virus (Inf. with)";NaN;"7.12.2023";"Recurrence of an eradicated disease";"Validated";"18.1.2024";"FUR_1"
"Italy";"5408-a0rf6";"165083-rwurb";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"14.12.2023";"New strain in a zone or a compartment";"Validated";"17.1.2024";"FUR_5"
"Italy";"5491-vy4m5";"165027-ymbzu";"African swine fever virus (Inf. with)";NaN;"19.9.2023";"New strain in a zone or a compartment";"Validated";"12.1.2024";"IN"
"Ukraine";"5165-ua0hu";"165002-gfx0d";"African swine fever virus (Inf. with)";NaN;"7.8.2023";"Recurrence of an eradicated disease";"Validated";"11.1.2024";"FUR_11"
"Croatia";"4099-er6rq";"164981-3p0ix";"SARS-CoV-2 in animals (Inf. with)";NaN;"23.11.2021";"Emerging disease";"Validated";"10.1.2024";"FUR_2"
"Croatia";"5346-33aou";"164980-vn7ga";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"14.11.2023";"First occurrence in a zone or a compartment";"Validated";"10.1.2024";"FUR_2"
"Croatia";"5042-h77ux";"164979-pww67";"Pathogenic rabbit lagoviruses (Inf. with) (Rabbit haemorrhagic disease)";"Not sampled";"26.4.2023";"First occurrence in the country";"Validated";"10.1.2024";"FUR_1"
"Poland";"4934-w2wsx";"164925-cqgij";"African swine fever virus (Inf. with)";NaN;"3.2.2023";"Recurrence of an eradicated disease";"Validated";"8.1.2024";"FUR_36"
"Norway";"5399-3zyl6";"164919-1akne";"Echinococcus granulosus (Inf. with) (2014-)";NaN;"2.10.2023";"First occurrence in the country";"Validated";"8.1.2024";"FUR_4"
"Norway";"5020-2xrbz";"164914-q5v16";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"17.4.2023";"Recurrence of an eradicated disease";"Validated";"8.1.2024";"FUR_9"
"Poland";"5281-2rxgx";"164883-oslq4";"African swine fever virus (Inf. with)";NaN;"2.10.2023";"Recurrence of an eradicated disease";"Validated";"5.1.2024";"FUR_7"
"Poland";"4389-p0am2";"164882-t77c4";"African swine fever virus (Inf. with)";NaN;"7.12.2021";"First occurrence in a zone or a compartment";"Validated";"5.1.2024";"FUR_54"
"Poland";"4921-t1rad";"164867-hdw68";"African swine fever virus (Inf. with)";NaN;"10.2.2023";"Recurrence of an eradicated disease";"Validated";"5.1.2024";"FUR_36"
"United Kingdom";"5305-yzvvf";"164879-rp4dt";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"20.10.2023";"Recurrence of an eradicated disease";"Validated";"5.1.2024";"FUR_11"
"Romania";"5312-dvwgi";"164822-icucj";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"25.10.2023";"Recurrence of an eradicated disease";"Validated";"4.1.2024";"FUR_9"
"Latvia";"4821-jzru1";"164748-gbs1f";"African swine fever virus (Inf. with)";NaN;"2.1.2023";"Recurrence of an eradicated disease";"Validated";"31.12.2023";"FUR_52"
"Latvia";"5038-ri7dl";"164747-9pkak";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"4.5.2023";"Recurrence of an eradicated disease";"Validated";"31.12.2023";"FUR_34"
"Latvia";"5124-c6ugo";"164746-9tnxe";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"1.6.2023";"Unusual host species";"Validated";"31.12.2023";"FUR_25"
"Norway";"5016-7cq0y";"164714-lz1mw";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"28.3.2023";"Recurrence of an eradicated disease";"Validated";"29.12.2023";"FUR_3"
"Sweden";"5438-hjp5o";"164733-75txg";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5 (N untyped)";"3.11.2023";"Recurrence of an eradicated strain";"Validated";"29.12.2023";"IN"
"Sweden";"5295-tmafu";"164711-kkvqw";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"24.6.2023";"Recurrence of an eradicated disease";"Validated";"29.12.2023";"FUR_9"
"Ukraine";"5318-1jmj4";"164731-uxezr";"African swine fever virus (Inf. with)";NaN;"3.11.2023";"Recurrence of an eradicated disease";"Validated";"29.12.2023";"FUR_1"
"Portugal";"5436-t1un5";"164715-vwbmt";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"15.11.2023";"Recurrence of an eradicated disease";"Validated";"28.12.2023";"IN"
"Ukraine";"5126-q7a4z";"164713-bmrva";"African swine fever virus (Inf. with)";NaN;"16.7.2023";"Recurrence of an eradicated disease";"Validated";"28.12.2023";"FUR_19"
"Finland";"5090-u7j1i";"164708-2xwf5";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"11.6.2023";"Recurrence of an eradicated strain";"Validated";"28.12.2023";"FUR_27"
"Ukraine";"5321-dzegf";"164678-iom1e";"African swine fever virus (Inf. with)";NaN;"2.11.2023";"Recurrence of an eradicated disease";"Validated";"27.12.2023";"FUR_3"
"Austria";"5262-axj50";"164657-inep4";"West Nile Fever";NaN;"10.9.2023";"Recurrence of an eradicated disease";"Validated";"27.12.2023";"FUR_6"
"Russia";"5198-zlh12";"164648-stdye";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"24.8.2023";"Recurrence of an eradicated disease";"Validated";"26.12.2023";"FUR_2"
"Russia";"5291-dvehp";"164595-pvrbj";"African swine fever virus (Inf. with)";NaN;"16.10.2023";"Recurrence of an eradicated disease";"Validated";"22.12.2023";"FUR_3"
"Russia";"5173-yr1wn";"164585-vrmk4";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"9.8.2023";"Recurrence of an eradicated strain";"Validated";"22.12.2023";"FUR_2"
"Russia";"5282-9tp6z";"164584-2z5zw";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"9.10.2023";"Recurrence of an eradicated disease";"Validated";"22.12.2023";"FUR_1"
"Russia";"5311-grcs6";"164583-lkvph";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"19.10.2023";"Recurrence of an eradicated strain";"Validated";"22.12.2023";"FUR_1"
"Denmark";"4028-wlt3z";"164544-noqub";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"13.10.2021";"Recurrence of an eradicated disease";"Validated";"21.12.2023";"FUR_23"
"Russia";"5296-ups5v";"164567-eauje";"Lumpy skin disease virus (Inf. with)";NaN;"14.10.2023";"Recurrence of an eradicated disease";"Validated";"21.12.2023";"FUR_3"
"Faeroe Islands";"5248-p12ha";"164514-ctbbl";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N5";"5.9.2023";"New strain in the country";"Validated";"19.12.2023";"FUR_9"
"United Kingdom";"5362-2cw4e";"164475-nsvp5";"Infectious salmon anaemia virus (Inf. with) (HPR-deleted or HPR0 genotypes)";"HPR0";"3.11.2023";"Recurrence";"Validated";"15.12.2023";"FUR_3"
"United Kingdom";"4643-3j2di";"164227-0v1hq";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"8.6.2022";"Recurrence of an eradicated disease";"Validated";"8.12.2023";"FUR_60"
"Russia";"5310-yamh1";"164308-mp87g";"African swine fever virus (Inf. with)";NaN;"20.10.2023";"Recurrence of an eradicated disease";"Validated";"8.12.2023";"FUR_2"
"Russia";"5221-ncryr";"164283-0kocf";"African swine fever virus (Inf. with)";NaN;"26.8.2023";"Recurrence of an eradicated disease";"Validated";"7.12.2023";"FUR_5"
"Italy";"5298-qxhug";"164270-g59vv";"Infectious haematopoietic necrosis virus (Inf. with)";NaN;"20.10.2023";"Recurrence";"Validated";"6.12.2023";"FUR_6"
"Romania";"5308-8cxqj";"164226-0e7lo";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"25.10.2023";"Recurrence of an eradicated disease";"Validated";"4.12.2023";"FUR_2"
"Norway";"5123-hpcw1";"164217-52967";"Tularemia";NaN;"13.7.2023";"Recurrence of an eradicated disease";"Validated";"4.12.2023";"FUR_7"
"Poland";"5116-zr0wd";"164139-7j49s";"Newcastle disease virus (Inf. with)";NaN;"8.7.2023";"Recurrence of an eradicated disease";"Validated";"29.11.2023";"FUR_3"
"Bulgaria";"5357-16614";"164117-0mggp";"Equine infectious anaemia";NaN;"3.11.2023";"Recurrence of an eradicated disease";"Validated";"27.11.2023";"IN"
"Bulgaria";"5236-0k3ty";"164115-3932v";"Sheep pox and goat pox";NaN;"16.9.2023";"Recurrence of an eradicated disease";"Validated";"27.11.2023";"FUR_2"
"Montenegro";"3466-0rwhd";"164065-0vj40";"Bluetongue virus (Inf. with)";"4";"17.12.2020";"Recurrence of an eradicated disease";"Validated";"24.11.2023";"FUR_1"
"Montenegro";"4396-rzgln";"164064-qjhv7";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"4.4.2022";"New strain in a zone or a compartment";"Validated";"24.11.2023";"FUR_1"
"Sweden";"5339-jhvqy";"164062-sadfl";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"2.11.2023";"Recurrence of an eradicated disease";"Validated";"24.11.2023";"FUR_2"
"Czech Republic";"5146-tyqux";"164035-st9tj";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"17.7.2023";"Recurrence of an eradicated disease";"Validated";"23.11.2023";"FUR_9"
"Poland";"5284-a5gt2";"164029-uwdcl";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"13.10.2023";"Recurrence of an eradicated disease";"Validated";"23.11.2023";"FUR_1"
"Poland";"5263-410hr";"163246-kwmc7";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"6.10.2023";"Recurrence of an eradicated disease";"Validated";"23.11.2023";"FUR_1"
"Portugal";"5350-93ip6";"163997-rg6bd";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"13.11.2023";"Recurrence of an eradicated disease";"Validated";"21.11.2023";"IN"
"Russia";"5279-gwig3";"163967-xcgfo";"Lumpy skin disease virus (Inf. with)";NaN;"5.10.2023";"Recurrence of an eradicated disease";"Validated";"20.11.2023";"FUR_1"
"Russia";"5235-iijub";"163933-dbcql";"African swine fever virus (Inf. with)";NaN;"11.9.2023";"Recurrence of an eradicated disease";"Validated";"17.11.2023";"FUR_1"
"Ukraine";"5143-u06r9";"163880-rxwdx";"African swine fever virus (Inf. with)";NaN;"21.7.2023";"Recurrence of an eradicated disease";"Validated";"14.11.2023";"FUR_9"
"Portugal";"5326-d0iun";"163750-v72ys";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"19.10.2023";"Recurrence of an eradicated disease";"Validated";"7.11.2023";"IN"
"United Kingdom";"4644-z9grh";"163710-yd4cn";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"26.9.2022";"Recurrence of an eradicated disease";"Validated";"3.11.2023";"FUR_56"
"Ireland";"4735-fo4ln";"163701-34e9m";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"11.11.2022";"Recurrence of an eradicated disease";"Validated";"3.11.2023";"FUR_26"
"Russia";"5118-3yh08";"163675-hji2d";"Sheep pox and goat pox";NaN;"6.7.2023";"First occurrence in a zone or a compartment";"Validated";"2.11.2023";"FUR_10"
"Italy";"5037-28v26";"163666-qm1p0";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"3.4.2023";"Unusual host species";"Validated";"2.11.2023";"FUR_25"
"Italy";"4746-36xdx";"163580-4aw0y";"SARS-CoV-2 in animals (Inf. with)";NaN;"10.11.2022";"Emerging disease";"Validated";"2.11.2023";"FUR_44"
"Italy";"4953-3vb53";"163581-d96cu";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"6.3.2023";"Recurrence of an eradicated strain";"Validated";"2.11.2023";"FUR_30"
"Russia";"5150-96pu9";"163640-3wfcv";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"21.7.2023";"First occurrence in a zone or a compartment";"Validated";"31.10.2023";"FUR_2"
"Denmark";"5244-z290p";"163598-srofp";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"26.9.2023";"Recurrence of an eradicated strain";"Validated";"27.10.2023";"FUR_1"
"Russia";"5194-nzp9k";"163594-67zpv";"African swine fever virus (Inf. with)";NaN;"24.8.2023";"Recurrence of an eradicated disease";"Validated";"27.10.2023";"FUR_3"
"Greece";"951-vjj2f";"163579-nnegr";"Marteilia refringens (Inf. with)";NaN;"4.10.2010";"First occurrence in a zone or a compartment";"Validated";"26.10.2023";"FUR_2"
"Luxembourg";"3929-vvj6l";"163519-ztejw";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N8";"3.9.2021";"First occurrence in the country";"Validated";"24.10.2023";"FUR_7"
"Ireland";"5297-37mc0";"163518-r9nd7";"Leishmania spp. (Inf. with) (Leishmaniosis)";NaN;"18.9.2023";"Recurrence of an eradicated disease";"Validated";"23.10.2023";"IN"
"United Kingdom";"5240-rz600";"163459-2we33";"Aphanomyces astaci (Inf. with)(Crayfish plague)";NaN;"4.9.2023";"Recurrence";"Validated";"20.10.2023";"FUR_4"
"Russia";"5202-52ivv";"163447-3dpbo";"African swine fever virus (Inf. with)";NaN;"23.8.2023";"Recurrence of an eradicated disease";"Validated";"20.10.2023";"FUR_1"
"Italy";"5226-wn5f5";"163327-45y1q";"Aphanomyces astaci (Inf. with)(Crayfish plague)";NaN;"31.7.2023";"Recurrence";"Validated";"18.10.2023";"FUR_5"
"Netherlands";"5148-rgxqi";"163380-w19d3";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"24.7.2023";"Recurrence of an eradicated disease";"Validated";"17.10.2023";"FUR_2"
"France";"4515-lxlrv";"163335-hedwj";"Anthrax";NaN;"12.6.2022";"Recurrence of an eradicated disease";"Validated";"16.10.2023";"FUR_2"
"Hungary";"4998-s0ekq";"163340-r57vt";"Equine infectious anaemia";NaN;"31.3.2023";"Recurrence of an eradicated disease";"Validated";"16.10.2023";"FUR_26"
"Germany";"4025-zto36";"163294-7kasm";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"20.10.2021";"Recurrence of an eradicated disease";"Validated";"13.10.2023";"FUR_32"
"Russia";"5203-ig12s";"163291-yfaz4";"African swine fever virus (Inf. with)";NaN;"27.8.2023";"Recurrence of an eradicated disease";"Validated";"13.10.2023";"FUR_1"
"Russia";"5169-0eokx";"163288-44ype";"African swine fever virus (Inf. with)";NaN;"7.8.2023";"Recurrence of an eradicated disease";"Validated";"13.10.2023";"FUR_1"
"Ukraine";"5193-ahhkt";"163276-xrq6o";"African swine fever virus (Inf. with)";NaN;"24.8.2023";"Recurrence of an eradicated disease";"Validated";"12.10.2023";"FUR_1"
"Russia";"4973-tlju7";"163258-2zdla";"African swine fever virus (Inf. with)";NaN;"8.3.2023";"Recurrence of an eradicated disease";"Validated";"12.10.2023";"FUR_5"
"Lithuania";"5011-ermb7";"163223-ee4z7";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"7.4.2023";"Recurrence of an eradicated disease";"Validated";"11.10.2023";"FUR_11"
"Norway";"5147-qa7ra";"163212-fa9o8";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"27.6.2023";"Unusual host species";"Validated";"10.10.2023";"FUR_1"
"Estonia";"5061-1o5po";"163118-h6ibi";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"9.5.2023";"Recurrence of an eradicated disease";"Validated";"5.10.2023";"FUR_5"
"Sweden";"5114-zmv2n";"163103-xif5s";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"12.2.2023";"Recurrence of an eradicated disease";"Validated";"4.10.2023";"FUR_9"
"Russia";"5053-d91vt";"163077-0v2xi";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"2.5.2023";"Recurrence of an eradicated strain";"Validated";"4.10.2023";"FUR_11"
"Russia";"5055-pb6wa";"163076-pfiww";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"6.5.2023";"Recurrence of an eradicated strain";"Validated";"4.10.2023";"FUR_12"
"Russia";"5071-qy4a9";"163075-2gwjg";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"13.5.2023";"Recurrence of an eradicated disease";"Validated";"4.10.2023";"FUR_6"
